Công Cụ Phân Tích Từ Khóa Miễn Phí - Keyword Planner Free

STT	Keyword	Volume	Length	Trend	Trend Data	Difficulty	Competition	Avg.CPC	KW Type	Question
160	Upgrade VIP to view	140	4	260,210,90,70,50,90,70,110,210,320,260,140,140	260;210;90;70;50;90;70;110;210;320;260;140;140	29	11	0.02	broad	
161	Upgrade VIP to view	140	2	170,140,140,110,110,70,50,110,210,210,210,210,170	170;140;140;110;110;70;50;110;210;210;210;210;170	67	99	0.15	exact	
162	Upgrade VIP to view	140	1	140,110,140,110,170,140,110,140,210,210,140,90,90	140;110;140;110;170;140;110;140;210;210;140;90;90	50	38	0.46	exact	
163	Upgrade VIP to view	140	1	170,140,140,140,170,90,50,140,140,170,170,170,140	170;140;140;140;170;90;50;140;140;170;170;170;140	66	85	0.29	broad	
164	Upgrade VIP to view	140	6	170,140,140,90,90,30,30,110,260,260,140,140,110	170;140;140;90;90;30;30;110;260;260;140;140;110	50	100	0.08	phrase	
165	Upgrade VIP to view	140	6	170,140,140,90,90,30,30,110,260,260,140,140,110	170;140;140;90;90;30;30;110;260;260;140;140;110	50	100	0.08	phrase	
166	Upgrade VIP to view	140	7	140,90,110,70,70,50,90,110,260,260,140,110,140	140;90;110;70;70;50;90;110;260;260;140;110;140	34	64	0.02	phrase	
167	Upgrade VIP to view	140	3	140,210,170,110,110,110,70,260,110,140,110,70,110	140;210;170;110;110;110;70;260;110;140;110;70;110	42	38	0.31	broad	
168	Upgrade VIP to view	140	5	210,110,70,110,50,90,50,70,210,390,260,110,140	210;110;70;110;50;90;50;70;210;390;260;110;140	54	99	0.02	phrase	
169	Upgrade VIP to view	140	5	70,90,50,50,90,90,50,170,210,260,210,260,210	70;90;50;50;90;90;50;170;210;260;210;260;210	54	100	0.45	broad	
170	Upgrade VIP to view	140	5	140,70,90,110,90,70,70,90,260,260,210,170,210	140;70;90;110;90;70;70;90;260;260;210;170;210	51	91	0.08	phrase	
171	Upgrade VIP to view	140	5	170,90,140,90,140,90,70,110,260,320,210,140,140	170;90;140;90;140;90;70;110;260;320;210;140;140	54	100	0.09	phrase	
172	Upgrade VIP to view	140	5	110,90,110,90,70,30,90,140,260,320,260,170,210	110;90;110;90;70;30;90;140;260;320;260;170;210	33	36	0.37	phrase	
173	Upgrade VIP to view	140	7	110,170,140,110,110,90,40,140,170,210,210,210,170	110;170;140;110;110;90;40;140;170;210;210;210;170	46	100	0.37	broad	
174	Upgrade VIP to view	140	5	70,70,90,50,70,210,30,90,210,260,110,210,140	70;70;90;50;70;210;30;90;210;260;110;210;140	54	100	0.32	phrase	
175	Upgrade VIP to view	140	5	210,170,210,140,110,90,50,170,170,210,140,140,170	210;170;210;140;110;90;50;170;170;210;140;140;170	50	88	0.30	broad	
176	Upgrade VIP to view	140	5	170,140,140,110,140,90,50,140,140,170,140,110,110	170;140;140;110;140;90;50;140;140;170;140;110;110	54	100	0.40	broad	
177	Upgrade VIP to view	140	2	140,110,140,110,170,140,110,140,210,210,140,90,90	140;110;140;110;170;140;110;140;210;210;140;90;90	46	38	0.46	phrase	
178	Upgrade VIP to view	140	4	110,170,140,90,90,70,90,210,170,170,110,140,110	110;170;140;90;90;70;90;210;170;170;110;140;110	34	25	0.61	phrase	
179	Upgrade VIP to view	140	4	170,90,30,20,10,10,10,50,170,480,480,140,170	170;90;30;20;10;10;10;50;170;480;480;140;170	58	99	0.07	phrase	
180	Upgrade VIP to view	140	2	170,140,110,90,50,50,30,110,210,260,260,210,170	170;140;110;90;50;50;30;110;210;260;260;210;170	36	6	0.02	phrase	
181	Upgrade VIP to view	140	4	20,30,20,20,30,70,50,110,140,260,320,320,320	20;30;20;20;30;70;50;110;140;260;320;320;320	59	100	0.10	phrase	
182	Upgrade VIP to view	140	5	140,40,30,30,20,20,10,110,320,480,320,110,90	140;40;30;30;20;20;10;110;320;480;320;110;90	54	100	0.15	broad	
183	Upgrade VIP to view	140	5	110,110,170,70,20,50,50,90,210,390,210,110,70	110;110;170;70;20;50;50;90;210;390;210;110;70	54	100	0.34	phrase	
184	Upgrade VIP to view	140	5	140,70,50,40,50,40,40,140,260,260,320,210,260	140;70;50;40;50;40;40;140;260;260;320;210;260	54	100	0.08	phrase	
185	Upgrade VIP to view	140	6	170,90,70,20,50,30,40,140,210,320,210,110,170	170;90;70;20;50;30;40;140;210;320;210;110;170	48	94	0.09	phrase	
186	Upgrade VIP to view	140	5	210,170,110,70,90,90,40,110,170,260,210,140,140	210;170;110;70;90;90;40;110;170;260;210;140;140	54	100	0.18	phrase	
187	Upgrade VIP to view	140	6	170,90,70,20,50,30,40,140,210,320,210,110,170	170;90;70;20;50;30;40;140;210;320;210;110;170	48	94	0.09	phrase	
188	Upgrade VIP to view	140	5	210,170,110,70,90,90,40,110,170,260,210,140,140	210;170;110;70;90;90;40;110;170;260;210;140;140	54	100	0.18	phrase	
189	Upgrade VIP to view	140	4	170,110,110,70,40,50,50,170,260,260,170,50,70	170;110;110;70;40;50;50;170;260;260;170;50;70	59	100	0.08	phrase	
190	Upgrade VIP to view	140	4	210,110,90,40,70,50,40,140,210,320,320,70,70	210;110;90;40;70;50;40;140;210;320;320;70;70	59	100	0.06	phrase	
191	Upgrade VIP to view	140	6	70,40,10,40,30,90,40,210,480,480,260,90,170	70;40;10;40;30;90;40;210;480;480;260;90;170	50	100	0.08	phrase	
192	Upgrade VIP to view	140	8	170,110,140,170,140,90,50,140,170,170,170,170,170	170;110;140;170;140;90;50;140;170;170;170;170;170	40	95	0.15	phrase	
193	Upgrade VIP to view	110	1	20,20,40,10,40,40,90,110,170,260,260,210,320	20;20;40;10;40;40;90;110;170;260;260;210;320	40	6	0.02	broad	
194	Upgrade VIP to view	110	5	260,110,70,70,20,40,40,50,110,210,210,70,90	260;110;70;70;20;40;40;50;110;210;210;70;90	53	94	0.06	phrase	
195	Upgrade VIP to view	110	3	90,50,50,50,50,50,30,70,260,320,260,170,170	90;50;50;50;50;50;30;70;260;320;260;170;170	63	100	0.08	exact	
196	Upgrade VIP to view	110	2	90,50,50,50,40,30,40,110,260,260,210,140,110	90;50;50;50;40;30;40;110;260;260;210;140;110	67	100	0.09	exact	
197	Upgrade VIP to view	110	3	70,110,110,70,110,70,90,170,170,170,110,140,90	70;110;110;70;110;70;90;170;170;170;110;140;90	34	12	0.02	exact	
198	Upgrade VIP to view	110	4	140,50,50,50,50,40,40,110,210,210,170,140,90	140;50;50;50;50;40;40;110;210;210;170;140;90	59	100	0.08	exact	
199	Upgrade VIP to view	110	3	50,20,20,30,110,90,110,110,140,170,140,170,170	50;20;20;30;110;90;110;110;140;170;140;170;170	47	51	0.13	exact	
200	Upgrade VIP to view	110	2	70,70,70,90,320,140,110,110,110,90,50,70,110	70;70;70;90;320;140;110;110;110;90;50;70;110	67	100	0.12	exact	
201	Upgrade VIP to view	110	2	90,110,90,70,260,110,110,90,110,140,90,90,90	90;110;90;70;260;110;110;90;110;140;90;90;90	67	100	0.14	exact	
202	Upgrade VIP to view	110	2	170,90,70,70,50,30,40,70,170,260,140,110,90	170;90;70;70;50;30;40;70;170;260;140;110;90	66	96	0.12	exact	
203	Upgrade VIP to view	110	2	170,110,90,40,40,20,30,70,170,260,210,140,140	170;110;90;40;40;20;30;70;170;260;210;140;140	34	1	0.02	phrase	
204	Upgrade VIP to view	110	1	140,140,170,110,140,140,30,110,110,110,140,110,90	140;140;170;110;140;140;30;110;110;110;140;110;90	66	85	0.28	broad	
205	Upgrade VIP to view	110	2	140,90,110,110,90,70,40,170,170,170,170,170,140	140;90;110;110;90;70;40;170;170;170;170;170;140	60	77	0.10	broad	
206	Upgrade VIP to view	110	1	170,110,110,70,90,140,50,140,170,170,140,110,90	170;110;110;70;90;140;50;140;170;170;140;110;90	67	86	0.17	broad	
207	Upgrade VIP to view	110	1	30,20,20,20,30,20,40,110,260,320,320,170,210	30;20;20;20;30;20;40;110;260;320;320;170;210	69	94	0.12	broad	
208	Upgrade VIP to view	110	1	10,10,10,20,20,30,10,90,170,320,320,210,170	10;10;10;20;20;30;10;90;170;320;320;210;170	69	93	0.10	broad	
209	Upgrade VIP to view	110	1	170,110,110,70,90,140,50,140,170,170,140,110,90	170;110;110;70;90;140;50;140;170;170;140;110;90	67	86	0.17	broad	
210	Upgrade VIP to view	110	1	210,140,210,110,110,110,50,140,140,140,70,70,50	210;140;210;110;110;110;50;140;140;140;70;70;50	66	83	0.07	broad	
211	Upgrade VIP to view	110	1	110,90,90,90,90,90,40,90,170,140,140,110,90	110;90;90;90;90;90;40;90;170;140;140;110;90	71	100	0.26	broad	
212	Upgrade VIP to view	110	1	140,70,50,70,50,50,30,110,170,210,170,110,90	140;70;50;70;50;50;30;110;170;210;170;110;90	52	41	0.09	broad	
213	Upgrade VIP to view	110	1	140,140,90,70,50,140,30,90,110,170,110,140,90	140;140;90;70;50;140;30;90;110;170;110;140;90	67	86	0.10	broad	
214	Upgrade VIP to view	110	2	90,70,50,20,40,30,20,90,320,260,210,70,110	90;70;50;20;40;30;20;90;320;260;210;70;110	67	100	0.12	broad	
215	Upgrade VIP to view	110	8	140,110,70,70,50,90,40,110,170,210,140,90,90	140;110;70;70;50;90;40;110;170;210;140;90;90	42	100	0.09	phrase	
216	Upgrade VIP to view	110	8	140,110,70,70,40,40,40,140,140,170,210,70,90	140;110;70;70;40;40;40;140;140;170;210;70;90	42	100	0.09	phrase	
217	Upgrade VIP to view	110	8	110,50,40,50,40,40,40,140,260,260,210,70,70	110;50;40;50;40;40;40;140;260;260;210;70;70	42	100	0.08	phrase	
218	Upgrade VIP to view	110	2	110,90,90,90,70,70,50,90,170,170,170,90,90	110;90;90;90;70;70;50;90;170;170;170;90;90	59	74	0.64	phrase	
219	Upgrade VIP to view	110	2	170,140,70,40,30,30,20,70,140,170,210,90,110	170;140;70;40;30;30;20;70;140;170;210;90;110	36	5	0.03	phrase	
220	Upgrade VIP to view	110	2	140,90,50,70,50,30,50,70,210,260,170,90,140	140;90;50;70;50;30;50;70;210;260;170;90;140	67	98	0.09	phrase	
221	Upgrade VIP to view	110	5	170,140,110,90,70,40,30,70,210,170,140,90,70	170;140;110;90;70;40;30;70;210;170;140;90;70	55	100	0.09	phrase	
222	Upgrade VIP to view	110	5	170,110,110,50,40,50,50,90,210,170,140,110,90	170;110;110;50;40;50;50;90;210;170;140;110;90	55	100	0.39	phrase	
223	Upgrade VIP to view	110	2	110,90,140,110,390,170,90,90,110,90,50,70,70	110;90;140;110;390;170;90;90;110;90;50;70;70	67	100	0.17	broad	
224	Upgrade VIP to view	110	5	140,90,90,90,90,90,50,90,170,210,70,70,50	140;90;90;90;90;90;50;90;170;210;70;70;50	55	100	0.17	phrase	
225	Upgrade VIP to view	110	5	170,140,110,90,70,40,30,70,210,170,140,90,70	170;140;110;90;70;40;30;70;210;170;140;90;70	55	100	0.09	phrase	
226	Upgrade VIP to view	110	4	140,140,110,110,70,70,30,110,140,170,110,70,50	140;140;110;110;70;70;30;110;140;170;110;70;50	59	100	0.09	phrase	
227	Upgrade VIP to view	110	7	170,110,140,50,70,50,70,110,260,260,170,90,90	170;110;140;50;70;50;70;110;260;260;170;90;90	46	100	0.08	phrase	
228	Upgrade VIP to view	110	6	140,40,50,40,50,40,50,110,320,320,210,110,90	140;40;50;40;50;40;50;110;320;320;210;110;90	49	96	0.07	phrase	
229	Upgrade VIP to view	110	5	140,140,140,110,90,90,70,110,170,170,140,110,140	140;140;140;110;90;90;70;110;170;170;140;110;140	55	100	0.31	phrase	
230	Upgrade VIP to view	110	7	140,110,90,110,50,50,30,70,140,170,140,170,140	140;110;90;110;50;50;30;70;140;170;140;170;140	46	100	0.18	broad	
231	Upgrade VIP to view	110	5	50,40,90,70,70,50,30,140,140,210,170,320,110	50;40;90;70;70;50;30;140;140;210;170;320;110	55	100	0.33	phrase	
232	Upgrade VIP to view	110	5	170,170,140,70,90,70,40,110,110,170,110,110,90	170;170;140;70;90;70;40;110;110;170;110;110;90	55	100	0.36	broad	
233	Upgrade VIP to view	110	6	170,110,110,110,260,90,70,90,70,90,70,70,70	170;110;110;110;260;90;70;90;70;90;70;70;70	51	100	0.14	phrase	
234	Upgrade VIP to view	110	2	110,90,70,50,40,40,50,90,210,210,210,140,140	110;90;70;50;40;40;50;90;210;210;210;140;140	67	100	0.09	phrase	
235	Upgrade VIP to view	110	5	260,170,50,30,30,20,10,30,110,320,260,110,90	260;170;50;30;30;20;10;30;110;320;260;110;90	54	99	0.04	phrase	
236	Upgrade VIP to view	110	5	110,70,110,70,90,70,70,140,170,170,110,90,110	110;70;110;70;90;70;70;140;170;170;110;90;110	41	58	0.99	phrase	
237	Upgrade VIP to view	110	5	90,40,50,40,40,40,20,70,140,210,210,170,170	90;40;50;40;40;40;20;70;140;210;210;170;170	55	100	0.08	phrase	
238	Upgrade VIP to view	110	7	210,90,90,30,30,30,30,140,140,390,260,140,90	210;90;90;30;30;30;30;140;140;390;260;140;90	46	100	0.07	phrase	
239	Upgrade VIP to view	110	6	210,70,70,40,50,30,20,140,320,320,170,70,50	210;70;70;40;50;30;20;140;320;320;170;70;50	48	92	0.07	phrase	
240	Upgrade VIP to view	110	6	140,50,30,30,40,30,10,70,210,320,260,110,110	140;50;30;30;40;30;10;70;210;320;260;110;110	40	69	0.09	phrase	
241	Upgrade VIP to view	110	5	90,40,50,40,40,40,20,70,140,210,210,170,170	90;40;50;40;40;40;20;70;140;210;210;170;170	55	100	0.08	phrase	
242	Upgrade VIP to view	110	4	50,50,110,90,70,70,40,110,140,140,170,90,210	50;50;110;90;70;70;40;110;140;140;170;90;210	44	55	0.41	phrase	
243	Upgrade VIP to view	110	4	170,70,40,30,40,30,30,110,260,260,260,140,110	170;70;40;30;40;30;30;110;260;260;260;140;110	59	100	0.17	phrase	
244	Upgrade VIP to view	90	1	110,90,70,70,70,90,20,110,70,90,110,140,70	110;90;70;70;70;90;20;110;70;90;110;140;70	50	34	0.13	broad	
245	Upgrade VIP to view	90	5	170,90,70,70,70,50,70,110,140,140,110,70,110	170;90;70;70;70;50;70;110;140;140;110;70;110	28	19	0.16	phrase	
246	Upgrade VIP to view	90	1	90,110,110,90,70,90,30,90,70,70,90,70,90	90;110;110;90;70;90;30;90;70;70;90;70;90	54	48	0.17	broad	
247	Upgrade VIP to view	90	6	210,110,70,70,40,50,50,70,110,140,140,70,50	210;110;70;70;40;50;50;70;110;140;140;70;50	51	100	0.02	phrase	
248	Upgrade VIP to view	90	5	90,70,70,70,70,70,40,70,110,110,90,110,140	90;70;70;70;70;70;40;70;110;110;90;110;140	55	100	0.02	phrase	
249	Upgrade VIP to view	90	3	110,70,30,20,20,30,20,90,170,210,140,70,50	110;70;30;20;20;30;20;90;170;210;140;70;50	63	100	0.08	exact	
250	Upgrade VIP to view	90	2	70,40,50,50,30,50,20,110,170,210,170,70,90	70;40;50;50;30;50;20;110;170;210;170;70;90	67	100	0.09	exact	
251	Upgrade VIP to view	90	3	70,30,40,20,30,40,30,110,210,170,140,90,40	70;30;40;20;30;40;30;110;210;170;140;90;40	63	100	0.11	exact	
252	Upgrade VIP to view	90	3	70,50,70,90,320,110,70,110,40,50,40,70,70	70;50;70;90;320;110;70;110;40;50;40;70;70	63	100	0.14	exact	
253	Upgrade VIP to view	90	5	70,70,40,90,320,140,90,70,50,50,30,40,70	70;70;40;90;320;140;90;70;50;50;30;40;70	55	100	0.15	exact	
254	Upgrade VIP to view	90	3	90,90,110,70,90,70,50,110,110,110,110,50,70	90;90;110;70;90;70;50;110;110;110;110;50;70	39	27	0.28	exact	
255	Upgrade VIP to view	90	3	90,90,90,90,50,50,50,110,170,170,110,110,90	90;90;90;90;50;50;50;110;170;170;110;110;90	63	100	0.16	phrase	
256	Upgrade VIP to view	90	1	90,90,50,50,70,50,30,110,170,170,140,70,110	90;90;50;50;70;50;30;110;170;170;140;70;110	65	81	0.10	broad	
257	Upgrade VIP to view	90	1	140,90,90,70,70,50,30,90,140,110,90,70,50	140;90;90;70;70;50;30;90;140;110;90;70;50	72	100	0.10	broad	
258	Upgrade VIP to view	90	1	90,50,50,40,40,50,40,90,170,210,170,140,170	90;50;50;40;40;50;40;90;170;210;170;140;170	57	56	0.15	broad	
259	Upgrade VIP to view	90	1	170,110,90,70,70,50,40,70,90,90,110,90,110	170;110;90;70;70;50;40;70;90;90;110;90;110	54	46	0.15	broad	
260	Upgrade VIP to view	90	1	90,90,110,90,70,70,40,90,70,110,110,110,110	90;90;110;90;70;70;40;90;70;110;110;110;110	51	39	0.48	broad	
261	Upgrade VIP to view	90	6	110,40,50,50,40,30,40,50,140,170,140,110,140	110;40;50;50;40;30;40;50;140;170;140;110;140	51	100	0.08	phrase	
262	Upgrade VIP to view	90	5	110,40,50,50,40,30,40,50,140,170,140,110,140	110;40;50;50;40;30;40;50;140;170;140;110;140	55	100	0.08	phrase	
263	Upgrade VIP to view	90	7	70,40,50,30,40,30,50,90,210,170,140,110,110	70;40;50;30;40;30;50;90;210;170;140;110;110	47	100	0.09	phrase	
264	Upgrade VIP to view	90	5	110,40,30,20,30,30,10,90,210,210,170,110,90	110;40;30;20;30;30;10;90;210;210;170;110;90	55	100	0.10	phrase	
265	Upgrade VIP to view	90	5	110,40,30,20,30,30,10,90,210,210,170,110,90	110;40;30;20;30;30;10;90;210;210;170;110;90	55	100	0.10	phrase	
266	Upgrade VIP to view	90	7	40,30,20,10,20,10,10,50,110,390,320,110,90	40;30;20;10;20;10;10;50;110;390;320;110;90	47	100	0.07	phrase	
267	Upgrade VIP to view	90	7	40,30,20,10,20,10,10,50,110,390,320,110,90	40;30;20;10;20;10;10;50;110;390;320;110;90	47	100	0.07	phrase	
268	Upgrade VIP to view	90	5	170,90,90,110,90,90,50,70,110,140,90,90,90	170;90;90;110;90;90;50;70;110;140;90;90;90	55	100	0.34	phrase	
269	Upgrade VIP to view	90	1	50,50,70,110,210,110,70,70,90,90,90,90,90	50;50;70;110;210;110;70;70;90;90;90;90;90	71	98	0.25	broad	
270	Upgrade VIP to view	90	1	110,110,110,90,260,140,70,90,70,90,50,50,50	110;110;110;90;260;140;70;90;70;90;50;50;50	72	100	0.19	broad	
271	Upgrade VIP to view	90	3	70,50,70,50,40,50,40,90,140,170,110,70,70	70;50;70;50;40;50;40;90;140;170;110;70;70	63	100	0.19	broad	
272	Upgrade VIP to view	90	4	110,70,110,90,70,70,20,90,110,90,110,90,70	110;70;110;90;70;70;20;90;110;90;110;90;70	59	100	0.44	phrase	
273	Upgrade VIP to view	90	8	10,10,10,10,10,20,20,10,140,320,210,210,140	10;10;10;10;10;20;20;10;140;320;210;210;140	42	100	0.09	phrase	
274	Upgrade VIP to view	90	7	10,0,10,10,0,0,10,110,170,260,210,170,170	10;0;10;10;0;0;10;110;170;260;210;170;170	47	100	0.11	phrase	
275	Upgrade VIP to view	90	7	90,30,110,110,110,140,110,90,90,110,70,70,30	90;30;110;110;110;140;110;90;90;110;70;70;30	47	100	0.11	phrase	
276	Upgrade VIP to view	90	5	260,140,140,90,70,20,70,30,90,110,40,30,40	260;140;140;90;70;20;70;30;90;110;40;30;40	32	30	0.26	phrase	
277	Upgrade VIP to view	90	5	170,70,50,20,30,20,30,70,140,210,110,40,70	170;70;50;20;30;20;30;70;140;210;110;40;70	55	100	0.12	phrase	
278	Upgrade VIP to view	90	5	90,70,70,70,70,50,30,70,110,170,140,110,110	90;70;70;70;70;50;30;70;110;170;140;110;110	55	100	0.17	broad	
279	Upgrade VIP to view	90	5	170,90,90,110,90,90,50,70,110,140,90,90,90	170;90;90;110;90;90;50;70;110;140;90;90;90	55	100	0.34	phrase	
280	Upgrade VIP to view	90	6	140,90,50,70,40,50,20,90,170,140,110,50,50	140;90;50;70;40;50;20;90;170;140;110;50;50	50	97	0.08	phrase	
281	Upgrade VIP to view	90	6	140,90,50,70,40,50,20,90,170,140,110,50,50	140;90;50;70;40;50;20;90;170;140;110;50;50	50	97	0.08	phrase	
282	Upgrade VIP to view	90	7	210,90,50,40,40,50,20,70,110,170,140,70,50	210;90;50;40;40;50;20;70;110;170;140;70;50	47	100	0.10	phrase	
283	Upgrade VIP to view	90	6	90,30,20,20,20,30,20,70,90,260,320,90,110	90;30;20;20;20;30;20;70;90;260;320;90;110	51	100	0.09	phrase	
284	Upgrade VIP to view	90	7	170,30,20,30,30,30,20,70,140,210,210,90,50	170;30;20;30;30;30;20;70;140;210;210;90;50	47	100	0.10	phrase	
285	Upgrade VIP to view	90	4	170,70,40,10,10,10,10,50,90,260,170,50,70	170;70;40;10;10;10;10;50;90;260;170;50;70	59	100	0.06	broad	
286	Upgrade VIP to view	90	6	70,90,20,30,20,30,20,140,260,480,70,20,20	70;90;20;30;20;30;20;140;260;480;70;20;20	51	100	0.09	phrase	
287	Upgrade VIP to view	90	5	140,110,70,40,50,40,30,40,90,110,140,70,90	140;110;70;40;50;40;30;40;90;110;140;70;90	55	100	0.07	phrase	
288	Upgrade VIP to view	90	5	110,90,70,70,70,40,20,90,90,140,140,110,90	110;90;70;70;70;40;20;90;90;140;140;110;90	55	100	0.23	phrase	
289	Upgrade VIP to view	90	6	70,90,20,30,20,30,20,140,260,480,70,20,20	70;90;20;30;20;30;20;140;260;480;70;20;20	51	100	0.09	phrase	
290	Upgrade VIP to view	90	5	140,40,40,30,30,40,20,90,260,260,210,70,40	140;40;40;30;30;40;20;90;260;260;210;70;40	55	100	0.10	phrase	
291	Upgrade VIP to view	90	7	210,90,50,10,20,10,10,90,170,140,140,70,40	210;90;50;10;20;10;10;90;170;140;140;70;40	47	100	0.10	phrase	
292	Upgrade VIP to view	70	3	170,90,90,50,40,30,10,70,90,110,110,70,70	170;90;90;50;40;30;10;70;90;110;110;70;70	63	100	0.10	phrase	
293	Upgrade VIP to view	70	1	50,70,50,70,70,70,30,50,50,70,70,70,50	50;70;50;70;70;70;30;50;50;70;70;70;50	50	36	0.02	broad	
294	Upgrade VIP to view	70	5	70,70,50,40,40,40,30,70,140,140,90,70,50	70;70;50;40;40;40;30;70;140;140;90;70;50	55	100	0.13	phrase	
295	Upgrade VIP to view	70	2	90,50,50,30,30,20,20,50,90,110,90,90,70	90;50;50;30;30;20;20;50;90;110;90;90;70	36	6	0.02	phrase	
296	Upgrade VIP to view	70	1	90,90,70,90,50,50,30,90,30,50,70,50,70	90;90;70;90;50;50;30;90;30;50;70;50;70	54	48	0.19	broad	
297	Upgrade VIP to view	70	6	70,70,70,40,40,30,20,70,210,140,110,10,20	70;70;70;40;40;30;20;70;210;140;110;10;20	21	9	0.02	phrase	
298	Upgrade VIP to view	70	7	70,40,20,10,10,20,10,30,110,210,170,70,50	70;40;20;10;10;20;10;30;110;210;170;70;50	21	22	0.02	phrase	
299	Upgrade VIP to view	70	1	70,50,70,50,70,70,10,70,40,70,70,70,50	70;50;70;50;70;70;10;70;40;70;70;70;50	62	70	0.22	broad	
300	Upgrade VIP to view	70	2	90,50,50,40,90,70,70,110,90,90,70,70,90	90;50;50;40;90;70;70;110;90;90;70;70;90	36	4	0.02	phrase	
301	Upgrade VIP to view	70	3	10,10,10,10,10,30,90,40,110,260,140,70,210	10;10;10;10;10;30;90;40;110;260;140;70;210	39	27	0.02	phrase	
302	Upgrade VIP to view	70	7	90,50,30,70,10,30,20,20,90,170,90,70,50	90;50;30;70;10;30;20;20;90;170;90;70;50	43	90	0.06	phrase	
303	Upgrade VIP to view	70	7	90,90,50,70,40,50,30,110,90,140,90,70,90	90;90;50;70;40;50;30;110;90;140;90;70;90	46	98	0.08	phrase	
304	Upgrade VIP to view	70	4	40,20,10,20,20,40,30,90,140,140,90,50,90	40;20;10;20;20;40;30;90;140;140;90;50;90	59	100	0.09	exact	
305	Upgrade VIP to view	70	4	70,50,20,20,20,10,10,90,210,170,170,90,90	70;50;20;20;20;10;10;90;210;170;170;90;90	59	100	0.09	exact	
306	Upgrade VIP to view	70	3	110,50,40,70,50,90,30,90,140,110,90,40,40	110;50;40;70;50;90;30;90;140;110;90;40;40	63	100	0.09	exact	
307	Upgrade VIP to view	70	3	90,50,50,30,50,30,20,50,140,140,110,50,50	90;50;50;30;50;30;20;50;140;140;110;50;50	63	100	0.07	exact	
